UF;Município;Limite de Gasto Prefeito 1º Turno;Limite de Gasto Prefeito 2º Turno;Limite de Gasto Vereador;Limite Contratação Prefeito;Limite Contratação Vereador;Eleitorado Apto 
RS;SANTA ROSA;334803,28;-;43719,08;326;163;56154 
RS;SANTA TEREZA;108039,06;-;10803,91;17;9;1662 
RS;SANTA VITÓRIA DO PALMAR;498239,22;-;18484,10;248;124;24832 
RS;SANTANA DA BOA VISTA;108039,06;-;10803,91;61;31;6097 
RS;SANTANA DO LIVRAMENTO;160841,28;-;54876,38;343;172;73098 
RS;SANTIAGO;108039,06;-;28060,50;310;155;40118 
RS;SANTO ÂNGELO;146450,14;-;36977,50;332;166;61686 
RS;SANTO ANTÔNIO DA PATRULHA;108039,06;-;20705,49;303;152;32848 
RS;SANTO ANTÔNIO DAS MISSÕES;108039,06;-;10803,91;85;43;8454 
RS;SANTO ANTÔNIO DO PALMA;108039,06;-;10803,91;19;10;1896 
RS;SANTO ANTÔNIO DO PLANALTO;108039,06;-;10803,91;19;10;1925 
RS;SANTO AUGUSTO;108039,06;-;28046,60;118;59;11842 
RS;SANTO CRISTO;108039,06;-;10803,91;128;64;12773 
RS;SANTO EXPEDITO DO SUL;108039,06;-;10803,91;22;11;2166 
RS;SÃO BORJA;383950,61;-;45889,43;320;160;49521 
RS;SÃO DOMINGOS DO SUL;108039,06;-;10803,91;26;13;2598 
RS;SÃO FRANCISCO DE ASSIS;108039,06;-;22017,07;164;82;16420 
RS;SÃO FRANCISCO DE PAULA;191490,43;-;19876,75;165;83;16468 
RS;SÃO GABRIEL;286981,66;-;19423,66;317;159;47085 
RS;SÃO JERÔNIMO;108039,06;-;16856,97;166;83;16618 
RS;SÃO JOÃO DA URTIGA;108039,06;-;10803,91;42;21;4167 
RS;SÃO JOÃO DO POLÊSINE;108039,06;-;10803,91;25;13;2474 
RS;SÃO JORGE;108039,06;-;10803,91;24;12;2398 
RS;SÃO JOSÉ DAS MISSÕES;108039,06;-;10803,91;21;11;2119 
RS;SÃO JOSÉ DO HERVAL;108039,06;-;10803,91;21;11;2116 
RS;SÃO JOSÉ DO HORTÊNCIO;108039,06;-;10803,91;36;18;3615 
RS;SÃO JOSÉ DO INHACORÁ;108039,06;-;10803,91;21;11;2116 
RS;SÃO JOSÉ DO NORTE;168624,85;-;42506,51;218;109;21821 
RS;SÃO JOSÉ DO OURO;108039,06;-;10803,91;60;30;5978 
RS;SÃO JOSÉ DO SUL;108039,06;-;10803,91;18;9;1784 
RS;SÃO JOSÉ DOS AUSENTES;108039,06;-;10803,91;29;15;2850 
RS;SÃO LEOPOLDO;1572702,81;-;75326,88;434;217;164141 
RS;SÃO LOURENÇO DO SUL;165229,53;-;22033,65;306;153;35937 
RS;SÃO LUIZ GONZAGA;108039,06;-;23269,64;273;137;27319 
RS;SÃO MARCOS;108039,06;-;10803,91;176;88;17619 
RS;SÃO MARTINHO;108039,06;-;10803,91;48;24;4779 
RS;SÃO MARTINHO DA SERRA;108039,06;-;10803,91;30;15;2956 
RS;SÃO MIGUEL DAS MISSÕES;108039,06;-;17509,35;56;28;5623 
RS;SÃO NICOLAU;108039,06;-;10803,91;48;24;4827 
RS;SÃO PAULO DAS MISSÕES;108039,06;-;10803,91;51;26;5075 
RS;SÃO PEDRO DA SERRA;108039,06;-;10803,91;29;15;2874 
RS;SÃO PEDRO DAS MISSÕES;108039,06;-;10803,91;15;8;1484 
RS;SÃO PEDRO DO BUTIÁ;108039,06;-;10803,91;22;11;2229 
RS;SÃO PEDRO DO SUL;108039,06;-;10803,91;119;60;11940 
RS;SÃO SEBASTIÃO DO CAÍ;108039,06;-;13389,50;191;96;19116 
RS;SÃO SEPÉ;108039,06;-;14691,00;198;99;19765 
RS;SÃO VALENTIM;108039,06;-;10803,91;30;15;2964 
RS;SÃO VALENTIM DO SUL;108039,06;-;10803,91;21;11;2101 
RS;SÃO VALÉRIO DO SUL;108039,06;-;10803,91;21;11;2099 
RS;SÃO VENDELINO;108039,06;-;10803,91;20;10;1957 
RS;SÃO VICENTE DO SUL;108039,06;-;10803,91;73;37;7273 
RS;SAPIRANGA;281151,23;-;28094,33;331;166;60570 
RS;SAPUCAIA DO SUL;589961,26;-;54262,97;374;187;104318 
RS;SARANDI;161708,27;-;22328,83;177;89;17705 
RS;SEBERI;108039,06;-;10803,91;90;45;9048 
RS;SEDE NOVA;108039,06;-;10803,91;26;13;2602 
RS;SEGREDO;108039,06;-;10803,91;52;26;5232 
RS;SELBACH;108039,06;-;10803,91;42;21;4249 
RS;SENADOR SALGADO FILHO;108039,06;-;10803,91;26;13;2592 
RS;SENTINELA DO SUL;108039,06;-;10803,91;38;19;3803 
RS;SERAFINA CORRÊA;108039,06;-;10803,91;115;58;11469 
RS;SÉRIO;108039,06;-;10803,91;20;10;1969 
RS;SERTÃO;108039,06;-;10803,91;53;27;5326 
RS;SERTÃO SANTANA;108039,06;-;10803,91;49;25;4942 
RS;SETE DE SETEMBRO;108039,06;-;10803,91;17;9;1712 
RS;SEVERIANO DE ALMEIDA;108039,06;-;10803,91;34;17;3423 
RS;SILVEIRA MARTINS;108039,06;-;10803,91;22;11;2208 
RS;SINIMBU;108039,06;-;10803,91;80;40;7960 
RS;SOBRADINHO;108039,06;-;10803,91;115;58;11472 
RS;SOLEDADE;108039,06;-;18117,10;234;117;23421 
RS;TABAÍ;108039,06;-;10803,91;36;18;3555 
RS;TAPEJARA;108039,06;-;14979,69;166;83;16597 
RS;TAPERA;108039,06;-;10803,91;86;43;8560 
RS;TAPES;108039,06;-;16628,09;136;68;13594 
RS;TAQUARA;108039,06;-;16418,52;311;156;41470 
RS;TAQUARI;280657,72;-;20389,04;213;107;21328 
RS;TAQUARUÇU DO SUL;108039,06;-;10803,91;25;13;2495 
RS;TAVARES;108039,06;-;10803,91;44;22;4375 
RS;TENENTE PORTELA;108039,06;-;10803,91;107;54;10689 
RS;TERRA DE AREIA;108039,06;-;16602,12;72;36;7208 
RS;TEUTÔNIA;108039,06;-;14440,70;243;122;24335 
RS;TIO HUGO;108039,06;-;10803,91;23;12;2307 
RS;TIRADENTES DO SUL;108039,06;-;10803,91;45;23;4503 
RS;TOROPI;108039,06;-;10803,91;26;13;2559 
RS;TORRES;499399,80;-;17199,14;284;142;28399 
RS;TRAMANDAÍ;167036,31;-;20088,18;304;152;33853 
RS;TRAVESSEIRO;108039,06;-;10803,91;19;10;1860 
RS;TRÊS ARROIOS;108039,06;-;10803,91;24;12;2430 
RS;TRÊS CACHOEIRAS;108039,06;-;10803,91;86;43;8563 
RS;TRÊS COROAS;108039,06;-;10803,91;164;82;16429 
RS;TRÊS DE MAIO;108039,06;-;10803,91;200;100;20043 
RS;TRÊS FORQUILHAS;108039,06;-;10803,91;26;13;2596 
RS;TRÊS PALMEIRAS;108039,06;-;10803,91;42;21;4151 
RS;TRÊS PASSOS;108039,06;-;10803,91;190;95;19028 
RS;TRINDADE DO SUL;108039,06;-;10803,91;45;23;4457 
RS;TRIUNFO;536937,59;-;60184,22;207;104;20665 
RS;TUCUNDUVA;108039,06;-;10803,91;46;23;4589 
RS;TUNAS;108039,06;-;10803,91;32;16;3155 
RS;TUPANCI DO SUL;108039,06;-;10803,91;14;7;1414 
RS;TUPANCIRETÃ;108039,06;-;10803,91;155;78;15450 
RS;TUPANDI;108039,06;-;10803,91;39;20;3868 
RS;TUPARENDI;108039,06;-;10803,91;70;35;6981 
RS;TURUÇU;108039,06;-;10803,91;33;17;3291 
RS;UBIRETAMA;108039,06;-;10803,91;18;9;1841 
RS;UNIÃO DA SERRA;108039,06;-;10803,91;15;8;1482 
RS;UNISTALDA;108039,06;-;13411,21;25;13;2488 
RS;URUGUAIANA;256395,49;-;47608,57;360;180;90250 
RS;VACARIA;198558,55;-;32089,44;316;158;46078 
RS;VALE DO SOL;108039,06;-;10803,91;80;40;7952 
RS;VALE REAL;108039,06;-;10803,91;45;23;4503 
RS;VALE VERDE;108039,06;-;10803,91;30;15;3030 
RS;VANINI;108039,06;-;10803,91;19;10;1888 
RS;VENÂNCIO AIRES;262887,67;-;42654,22;325;163;54648 
RS;VERA CRUZ;108039,06;-;10803,91;197;99;19682 
RS;VERANÓPOLIS;157525,95;-;19226,04;189;95;18946 
RS;VESPASIANO CORRÊA;108039,06;-;10803,91;22;11;2188 
RS;VIADUTOS;108039,06;-;10803,91;41;21;4123 
RS;VIAMÃO;279535,60;-;52690,40;405;203;134827 
RS;VICENTE DUTRA;108039,06;-;10803,91;44;22;4369 
RS;VICTOR GRAEFF;108039,06;-;10803,91;27;14;2701 
RS;VILA FLORES;108039,06;-;10803,91;31;16;3095 
RS;VILA LÂNGARO;108039,06;-;10803,91;21;11;2107 
RS;VILA MARIA;108039,06;-;10803,91;36;18;3628 
RS;VILA NOVA DO SUL;108039,06;-;10803,91;35;18;3505 
RS;VISTA ALEGRE;108039,06;-;10803,91;24;12;2383 
RS;VISTA ALEGRE DO PRATA;108039,06;-;10803,91;15;8;1490 
RS;VISTA GAÚCHA;108039,06;-;10803,91;25;13;2509 
RS;VITÓRIA DAS MISSÕES;108039,06;-;19124,51;32;16;3246 
RS;WESTFALIA;108039,06;-;10803,91;26;13;2643 
RS;XANGRI-LÁ;173501,70;-;23089,02;90;45;9041 
SC;ABDON BATISTA;108039,06;-;10803,91;24;12;2387 
SC;ABELARDO LUZ;236594,29;-;25531,25;132;66;13198 
SC;AGROLÂNDIA;108039,06;-;10803,91;78;39;7793 
SC;AGRONÔMICA;108039,06;-;10803,91;41;21;4122 
SC;ÁGUA DOCE;108039,06;-;34609,53;57;29;5651 
SC;ÁGUAS DE CHAPECÓ;108039,06;-;10803,91;48;24;4839 
SC;ÁGUAS FRIAS;108039,06;-;10803,91;24;12;2374 
SC;ÁGUAS MORNAS;108039,06;-;10803,91;55;28;5526 
SC;ALFREDO WAGNER;108039,06;-;10803,91;78;39;7771 
SC;ALTO BELA VISTA;108039,06;-;10803,91;20;10;2026 
SC;ANCHIETA;108039,06;-;10803,91;53;27;5314 
SC;ANGELINA;108039,06;-;10803,91;48;24;4820 
SC;ANITA GARIBALDI;108039,06;-;10803,91;77;39;7730 
SC;ANITÁPOLIS;108039,06;-;10803,91;29;15;2886 
SC;ANTÔNIO CARLOS;108039,06;-;10803,91;74;37;7421 
SC;APIÚNA;108039,06;-;10803,91;83;42;8282 
SC;ARABUTÃ;108039,06;-;10803,91;38;19;3826 
SC;ARAQUARI;108039,06;-;16546,44;196;98;19596 
SC;ARARANGUÁ;366393,83;-;18952,82;318;159;48260 
SC;ARMAZÉM;108039,06;-;10803,91;64;32;6378 
SC;ARROIO TRINTA;108039,06;-;10803,91;31;16;3140 
SC;ARVOREDO;108039,06;-;10803,91;23;12;2304 
SC;ASCURRA;108039,06;-;10803,91;63;32;6305 
SC;ATALANTA;108039,06;-;10803,91;29;15;2903 
SC;AURORA;108039,06;-;10803,91;48;24;4803 
SC;BALNEÁRIO ARROIO DO SILVA;108039,06;-;10803,91;103;52;10333 
SC;BALNEÁRIO BARRA DO SUL;108039,06;-;10803,91;96;48;9607 
SC;BALNEÁRIO CAMBORIÚ;1410687,25;-;101482,28;361;180;91438 
SC;BALNEÁRIO GAIVOTA;108039,06;-;10803,91;82;41;8161 
SC;BALNEÁRIO PIÇARRAS;108039,06;-;20282,97;157;79;15722 
SC;BALNEÁRIO RINCÃO;108039,06;-;10803,91;110;55;10981 
SC;BANDEIRANTE;108039,06;-;10803,91;28;14;2810 
SC;BARRA BONITA;108039,06;-;10803,91;19;10;1931 
SC;BARRA VELHA;108039,06;-;10803,91;213;107;21334 
SC;BELA VISTA DO TOLDO;108039,06;-;10803,91;51;26;5098 
SC;BELMONTE;108039,06;-;10803,91;25;13;2486 
SC;BENEDITO NOVO;108039,06;-;10803,91;82;41;8182 
SC;BIGUAÇU;328616,13;-;63227,05;316;158;45568 
SC;BLUMENAU;767536,28;230260,88;110357,69;500;180;230167 
SC;BOCAINA DO SUL;108039,06;-;10803,91;31;16;3139 
SC;BOM JARDIM DA SERRA;108039,06;-;10803,91;37;19;3658 
SC;BOM JESUS;108039,06;-;10803,91;25;13;2473 
SC;BOM JESUS DO OESTE;108039,06;-;10803,91;19;10;1917 
SC;BOM RETIRO;108039,06;-;10803,91;71;36;7142 
SC;BOMBINHAS;108039,06;-;27119,21;133;67;13262 
SC;BOTUVERÁ;108039,06;-;10803,91;43;22;4253 
SC;BRAÇO DO NORTE;108039,06;-;15759,05;228;114;22836 
SC;BRAÇO DO TROMBUDO;108039,06;-;10803,91;33;17;3325 
SC;BRUNÓPOLIS;108039,06;-;10803,91;30;15;3046 
SC;BRUSQUE;504841,78;-;19515,31;354;177;84382 
SC;CAÇADOR;767425,88;-;33640,24;322;161;51645 
SC;CAIBI;108039,06;-;10803,91;50;25;4991 
SC;CALMON;170098,91;-;10803,91;35;18;3510 
SC;CAMBORIÚ;145798,08;-;32578,26;313;157;42594 
SC;CAMPO ALEGRE;108039,06;-;10803,91;95;48;9480 
SC;CAMPO BELO DO SUL;108039,06;-;10803,91;61;31;6140 
SC;CAMPO ERÊ;108039,06;-;10803,91;74;37;7362 
SC;CAMPOS NOVOS;108039,06;-;18938,61;255;128;25466 
SC;CANELINHA;108039,06;-;10803,91;92;46;9235 
SC;CANOINHAS;421290,04;-;42164,69;312;156;41734 
SC;CAPÃO ALTO;108039,06;-;10803,91;31;16;3080 
SC;CAPINZAL;108039,06;-;35246,31;163;82;16285 
SC;CAPIVARI DE BAIXO;108039,06;-;22787,82;171;86;17148 
SC;CATANDUVAS;108039,06;-;10803,91;74;37;7423 
SC;CAXAMBU DO SUL;108039,06;-;20856,72;45;23;4510 
SC;CELSO RAMOS;108039,06;-;10803,91;25;13;2476 
SC;CERRO NEGRO;108039,06;-;10803,91;32;16;3167 
SC;CHAPADÃO DO LAGEADO;108039,06;-;10803,91;24;12;2416 
SC;CHAPECÓ;730082,77;-;98636,47;411;180;140526 
SC;COCAL DO SUL;108039,06;-;10803,91;135;68;13481 
SC;CONCÓRDIA;200484,46;-;27765,90;326;163;56152 
SC;CORDILHEIRA ALTA;108039,06;-;10803,91;40;20;3970 
SC;CORONEL FREITAS;108039,06;-;10803,91;82;41;8208 
SC;CORONEL MARTINS;108039,06;-;10803,91;22;11;2152 
SC;CORREIA PINTO;157674,46;-;14120,10;120;60;11970 
SC;CORUPÁ;108039,06;-;10803,91;116;58;11612 
SC;CRICIÚMA;493070,22;-;128697,24;412;180;141667 
SC;CUNHA PORÃ;108039,06;-;10803,91;88;44;8835 
SC;CUNHATAÍ;108039,06;-;10803,91;18;9;1759 
SC;CURITIBANOS;137249,19;-;16706,72;300;150;30185 
SC;DESCANSO;108039,06;-;10803,91;69;35;6911 
SC;DIONÍSIO CERQUEIRA;108039,06;-;62620,02;119;60;11885 
SC;DONA EMMA;108039,06;-;10803,91;31;16;3109 
SC;DOUTOR PEDRINHO;108039,06;-;10803,91;29;15;2946 
SC;ENTRE RIOS;108039,06;-;10803,91;29;15;2948 
SC;ERMO;108039,06;-;10803,91;30;15;3023 
SC;ERVAL VELHO;108039,06;-;10803,91;39;20;3906 
SC;FAXINAL DOS GUEDES;108039,06;-;10803,91;85;43;8548 
SC;FLOR DO SERTÃO;108039,06;-;10803,91;18;9;1786 
SC;FLORIANÓPOLIS;3628198,44;1088459,53;171035,74;586;180;316261 
SC;FORMOSA DO SUL;108039,06;-;10803,91;23;12;2337 
SC;FORQUILHINHA;215548,96;-;19364,55;186;93;18631 
SC;FRAIBURGO;108039,06;-;21863,27;272;136;27173 
SC;FREI ROGÉRIO;108039,06;-;10803,91;24;12;2350 
SC;GALVÃO;108039,06;-;10803,91;30;15;2995 
SC;GAROPABA;108039,06;-;16655,99;171;86;17078 
SC;GARUVA;234433,29;-;10803,91;112;56;11203 
SC;GASPAR;134657,70;-;17213,39;314;157;44336 
SC;GOVERNADOR CELSO RAMOS;108039,06;-;30074,81;130;65;12958 
SC;GRÃO-PARÁ;108039,06;-;10803,91;58;29;5789 
SC;GRAVATAL;108039,06;-;10803,91;88;44;8767 
SC;GUABIRUBA;108039,06;-;10803,91;146;73;14575 
SC;GUARACIABA;108039,06;-;10803,91;88;44;8796 
SC;GUARAMIRIM;145232,09;-;22607,24;285;143;28467 
SC;GUARUJÁ DO SUL;108039,06;-;10803,91;41;21;4056 
SC;GUATAMBÚ;108039,06;-;10803,91;53;27;5252 
SC;HERVAL D'OESTE;108039,06;-;10803,91;165;83;16458 
SC;IBIAM;108039,06;-;26201,63;19;10;1859 
SC;IBICARÉ;108039,06;-;10803,91;30;15;3049 
SC;IBIRAMA;158900,70;-;16437,08;145;73;14530 
SC;IÇARA;320144,61;-;46752,51;309;155;39027 
SC;ILHOTA;108039,06;-;38157,73;110;55;10958 
SC;IMARUÍ;108039,06;-;10803,91;103;52;10345 
SC;IMBITUBA;108039,06;-;47149,82;305;153;34751 
SC;IMBUIA;108039,06;-;10803,91;46;23;4608 
SC;INDAIAL;108039,06;-;31513,10;313;157;43174 
SC;IOMERÊ;108039,06;-;10803,91;29;15;2856 
SC;IPIRA;108039,06;-;10803,91;38;19;3773 
SC;IPORÃ DO OESTE;108039,06;-;10803,91;70;35;7027 
SC;IPUAÇU;108039,06;-;10803,91;51;26;5081 
SC;IPUMIRIM;108039,06;-;10803,91;59;30;5917 
SC;IRACEMINHA;108039,06;-;10803,91;39;20;3853 
SC;IRANI;108039,06;-;10803,91;73;37;7303 
SC;IRATI;108039,06;-;10803,91;19;10;1945 
SC;IRINEÓPOLIS;108039,06;-;10803,91;80;40;7961 
SC;ITÁ;108039,06;-;10803,91;60;30;6021 
SC;ITAIÓPOLIS;108039,06;-;26686,36;163;82;16303 
SC;ITAJAÍ;1487318,89;-;99827,67;413;180;143131 
SC;ITAPEMA;108039,06;-;15427,89;308;154;37778 
SC;ITAPIRANGA;108039,06;-;10803,91;120;60;11991 
SC;ITAPOÁ;108039,06;-;24711,33;138;69;13788 
SC;ITUPORANGA;108039,06;-;21006,73;179;90;17876 
SC;JABORÁ;108039,06;-;10803,91;38;19;3815 
SC;JACINTO MACHADO;108039,06;-;10803,91;92;46;9150 
SC;JAGUARUNA;108039,06;-;10803,91;144;72;14360 
SC;JARAGUÁ DO SUL;240652,89;-;24526,93;384;180;114349 
SC;JARDINÓPOLIS;108039,06;-;10803,91;16;8;1580 
SC;JOAÇABA;248803,42;-;30577,95;218;109;21841 
SC;JOINVILLE;3835280,58;1150584,17;215740,42;643;180;372551 
SC;JOSÉ BOITEUX;108039,06;-;10803,91;42;21;4164 
SC;JUPIÁ;108039,06;-;10803,91;21;11;2050 
SC;LACERDÓPOLIS;108039,06;-;10803,91;21;11;2088 
SC;LAGES;920958,02;-;36870,36;392;180;122076 
SC;LAGUNA;358111,54;-;48570,26;304;152;34257 
SC;LAJEADO GRANDE;108039,06;-;13675,45;18;9;1760 
SC;LAURENTINO;108039,06;-;10803,91;56;28;5562 
SC;LAURO MÜLLER;236602,64;-;13619,94;124;62;12413 
SC;LEBON RÉGIS;108039,06;-;10803,91;92;46;9166 
SC;LEOBERTO LEAL;108039,06;-;10803,91;31;16;3084 
SC;LINDÓIA DO SUL;108039,06;-;10803,91;37;19;3732 
SC;LONTRAS;108039,06;-;10803,91;83;42;8294 
SC;LUIZ ALVES;108039,06;-;10803,91;88;44;8824 
SC;LUZERNA;108039,06;-;10803,91;49;25;4902 
SC;MACIEIRA;108039,06;-;10803,91;20;10;1958 
SC;MAFRA;186184,82;-;24916,51;313;157;42678 
SC;MAJOR GERCINO;108039,06;-;10803,91;31;16;3060 
SC;MAJOR VIEIRA;108039,06;-;10803,91;59;30;5897 
SC;MARACAJÁ;108039,06;-;10803,91;62;31;6156 
SC;MARAVILHA;288283,39;-;22420,86;182;91;18242 
SC;MAREMA;108039,06;-;10803,91;22;11;2202 
SC;MASSARANDUBA;108039,06;-;10803,91;126;63;12589 
SC;MATOS COSTA;108039,06;-;10803,91;26;13;2603 
SC;MELEIRO;108039,06;-;10803,91;59;30;5936 
SC;MIRIM DOCE;108039,06;-;10803,91;24;12;2410 
SC;MODELO;108039,06;-;10803,91;34;17;3387 
SC;MONDAÍ;108039,06;-;10803,91;76;38;7587 
SC;MONTE CARLO;108039,06;-;10803,91;74;37;7371 
SC;MONTE CASTELO;108039,06;-;15216,00;71;36;7052 
SC;MORRO DA FUMAÇA;171454,93;-;10803,91;130;65;12993 
SC;MORRO GRANDE;108039,06;-;10803,91;31;16;3077 
SC;NAVEGANTES;108039,06;-;36141,02;316;158;46320 
SC;NOVA ERECHIM;108039,06;-;10803,91;38;19;3827 
SC;NOVA ITABERABA;108039,06;-;10803,91;40;20;4024 
SC;NOVA TRENTO;108039,06;-;10803,91;99;50;9932 
SC;NOVA VENEZA;108039,06;-;10803,91;119;60;11878 
SC;NOVO HORIZONTE;108039,06;-;10803,91;26;13;2555 
SC;ORLEANS;145368,33;-;42349,32;185;93;18519 
SC;OTACÍLIO COSTA;108039,06;-;17619,66;133;67;13335 
SC;OURO;108039,06;-;10803,91;60;30;6001 
SC;OURO VERDE;108039,06;-;10803,91;22;11;2178 
SC;PAIAL;108039,06;-;10803,91;19;10;1935 
SC;PAINEL;108039,06;-;10803,91;26;13;2563 
SC;PALHOÇA;280606,66;-;53127,69;384;180;114060 
SC;PALMA SOLA;108039,06;-;10803,91;61;31;6056 
SC;PALMEIRA;108039,06;-;10803,91;29;15;2898 
SC;PALMITOS;108039,06;-;16436,06;128;64;12796 
SC;PAPANDUVA;108039,06;-;10803,91;149;75;14905 
SC;PARAÍSO;108039,06;-;10803,91;38;19;3774 
SC;PASSO DE TORRES;108039,06;-;17599,10;59;30;5881 
SC;PASSOS MAIA;108039,06;-;16027,81;36;18;3561 
SC;PAULO LOPES;108039,06;-;26591,73;58;29;5805 
SC;PEDRAS GRANDES;108039,06;-;10803,91;41;21;4052 
SC;PENHA;196527,53;-;21804,08;210;105;20972 
SC;PERITIBA;108039,06;-;10803,91;29;15;2912 
SC;PESCARIA BRAVA;108039,06;-;10803,91;77;39;7655 
SC;PETROLÂNDIA;108039,06;-;10803,91;52;26;5190 
SC;PINHALZINHO;108039,06;-;23282,36;139;70;13911 
SC;PINHEIRO PRETO;108039,06;-;19168,89;28;14;2776 
SC;PIRATUBA;108039,06;-;10803,91;48;24;4773 
SC;PLANALTO ALEGRE;108039,06;-;10803,91;29;15;2904 
SC;POMERODE;213347,96;-;30224,69;234;117;23398 
SC;PONTE ALTA;108039,06;-;10803,91;42;21;4212 
SC;PONTE ALTA DO NORTE;108039,06;-;10803,91;29;15;2865 
SC;PONTE SERRADA;108039,06;-;10803,91;88;44;8755 
SC;PORTO BELO;108039,06;-;10803,91;129;65;12870 
SC;PORTO UNIÃO;108039,06;-;25975,79;255;128;25464 
SC;POUSO REDONDO;108039,06;-;10803,91;112;56;11218 
SC;PRAIA GRANDE;108039,06;-;10803,91;61;31;6142 
SC;PRESIDENTE CASTELLO BRANCO;108039,06;-;10803,91;16;8;1611 
SC;PRESIDENTE GETÚLIO;108039,06;-;10803,91;125;63;12509 
SC;PRESIDENTE NEREU;108039,06;-;10803,91;23;12;2291 
SC;PRINCESA;108039,06;-;10803,91;26;13;2570 
SC;QUILOMBO;108039,06;-;10803,91;85;43;8549 
SC;RANCHO QUEIMADO;108039,06;-;10803,91;28;14;2782 
SC;RIO DAS ANTAS;108039,06;-;10803,91;58;29;5805 
SC;RIO DO CAMPO;108039,06;-;16278,90;52;26;5154 
SC;RIO DO OESTE;108039,06;-;10803,91;59;30;5853 
SC;RIO DO SUL;211354,78;-;24531,68;318;159;48381 
SC;RIO DOS CEDROS;108039,06;-;10803,91;83;42;8348 
SC;RIO FORTUNA;108039,06;-;17393,74;44;22;4413 
SC;RIO NEGRINHO;108039,06;-;10803,91;302;151;31838 
SC;RIO RUFINO;108039,06;-;10803,91;24;12;2381 
SC;RIQUEZA;108039,06;-;10803,91;40;20;4041 
SC;RODEIO;108039,06;-;10803,91;92;46;9171 
SC;ROMELÂNDIA;108039,06;-;10803,91;44;22;4370 
SC;SALETE;108039,06;-;10803,91;61;31;6124 
SC;SALTINHO;108039,06;-;10803,91;33;17;3344 
SC;SALTO VELOSO;108039,06;-;10803,91;37;19;3692 
SC;SANGÃO;108039,06;-;10803,91;84;42;8435 
SC;SANTA CECÍLIA;108039,06;-;28005,01;128;64;12817 
SC;SANTA HELENA;108039,06;-;10803,91;23;12;2340 
SC;SANTA ROSA DE LIMA;108039,06;-;10803,91;20;10;2002 
SC;SANTA ROSA DO SUL;108039,06;-;10803,91;70;35;7006 
SC;SANTA TEREZINHA;108039,06;-;10803,91;69;35;6864 
SC;SANTA TEREZINHA DO PROGRESSO;108039,06;-;10803,91;26;13;2555 
SC;SANTIAGO DO SUL;108039,06;-;10803,91;15;8;1520 
SC;SANTO AMARO DA IMPERATRIZ;108039,06;-;14243,99;166;83;16564 
SC;SÃO BENTO DO SUL;562822,93;-;32069,89;330;165;60414 
SC;SÃO BERNARDINO;108039,06;-;10803,91;24;12;2439 
SC;SÃO BONIFÁCIO;108039,06;-;10803,91;26;13;2641 
SC;SÃO CARLOS;108039,06;-;10803,91;80;40;8028 
SC;SÃO CRISTÓVÃO DO SUL;108039,06;-;10803,91;36;18;3623 
SC;SÃO DOMINGOS;108039,06;-;10803,91;75;38;7464 
SC;SÃO FRANCISCO DO SUL;108039,06;-;43313,41;306;153;35827 
SC;SÃO JOÃO BATISTA;108039,06;-;15701,26;207;104;20668 
SC;SÃO JOÃO DO ITAPERIÚ;108039,06;-;10803,91;35;18;3543 
SC;SÃO JOÃO DO OESTE;108039,06;-;10803,91;51;26;5137 
SC;SÃO JOÃO DO SUL;108039,06;-;10803,91;63;32;6341 
SC;SÃO JOAQUIM;160281,76;-;66591,21;190;95;19049 
SC;SÃO JOSÉ;1775187,83;-;191206,52;427;180;156617 
SC;SÃO JOSÉ DO CEDRO;108039,06;-;17640,07;113;57;11284 
SC;SÃO JOSÉ DO CERRITO;108039,06;-;10803,91;73;37;7260 
SC;SÃO LOURENÇO DO OESTE;142398,27;-;26428,73;178;89;17759 
SC;SÃO LUDGERO;108039,06;-;10803,91;86;43;8568 
SC;SÃO MARTINHO;108039,06;-;10803,91;33;17;3259 
SC;SÃO MIGUEL DA BOA VISTA;108039,06;-;10803,91;18;9;1768 
SC;SÃO MIGUEL DO OESTE;184135,73;-;29593,62;292;146;29221 
SC;SÃO PEDRO DE ALCÂNTARA;108039,06;-;10803,91;38;19;3759 
SC;SAUDADES;108039,06;-;10803,91;74;37;7352 
SC;SCHROEDER;108039,06;-;10803,91;127;64;12710 
SC;SEARA;108039,06;-;10803,91;141;71;14063 
SC;SERRA ALTA;108039,06;-;10803,91;28;14;2772 
SC;SIDERÓPOLIS;108039,06;-;10803,91;111;56;11149 
SC;SOMBRIO;196292,92;-;10803,91;214;107;21379 
SC;SUL BRASIL;108039,06;-;10803,91;25;13;2513 
SC;TAIÓ;108039,06;-;15934,49;136;68;13628 
SC;TANGARÁ;108039,06;-;19117,48;69;35;6901 
SC;TIGRINHOS;108039,06;-;10803,91;20;10;2033 
SC;TIJUCAS;145874,40;-;25530,26;260;130;25954 
SC;TIMBÉ DO SUL;108039,06;-;10803,91;46;23;4626 
SC;TIMBÓ;108039,06;-;10803,91;301;151;30508 
SC;TIMBÓ GRANDE;108039,06;-;10803,91;59;30;5877 
SC;TRÊS BARRAS;108039,06;-;27871,83;148;74;14779 
SC;TREVISO;108039,06;-;10803,91;42;21;4182 
SC;TREZE DE MAIO;108039,06;-;10803,91;64;32;6399 
SC;TREZE TÍLIAS;108039,06;-;10803,91;56;28;5571 
SC;TROMBUDO CENTRAL;108039,06;-;10803,91;54;27;5393 
SC;TUBARÃO;1210557,97;-;102871,23;346;173;76058 
